record_type,pair_id,request_id,category,token_bucket,modality,layer,tokens,vision_tokens,text_tokens,total_assignments,vision_assignments,text_assignments,vision_fraction,R_R0,R_R1,R_R2,R_R3,V_R0,V_R1,V_R2,V_R3,T_R0,T_R1,T_R2,T_R3,active_ranks_R,critical_rank_R,critical_rank_V,critical_rank_T,critical_V_eq_R,critical_T_eq_R
request_layer,13,motorcycle,natural,medium,vision,14,388,368,20,3104,2944,160,0.9484536082474226,609,796,696,1003,556,773,661,954,53,23,35,49,4,3,3,0,True,False
request_layer,13,motorcycle,natural,medium,vision,15,388,368,20,3104,2944,160,0.9484536082474226,574,735,690,1105,532,686,648,1078,42,49,42,27,4,3,3,1,True,False
request_layer,13,motorcycle,natural,medium,vision,16,388,368,20,3104,2944,160,0.9484536082474226,812,662,703,927,789,629,649,877,23,33,54,50,4,3,3,2,True,False
request_layer,13,motorcycle,natural,medium,vision,17,388,368,20,3104,2944,160,0.9484536082474226,548,1110,756,690,506,1064,702,672,42,46,54,18,4,1,1,2,True,False
request_layer,13,motorcycle,natural,medium,vision,18,388,368,20,3104,2944,160,0.9484536082474226,860,572,602,1070,816,537,551,1040,44,35,51,30,4,3,3,2,True,False
request_layer,13,motorcycle,natural,medium,vision,19,388,368,20,3104,2944,160,0.9484536082474226,759,797,739,809,714,763,710,757,45,34,29,52,4,3,1,3,False,True
request_layer,13,motorcycle,natural,medium,vision,20,388,368,20,3104,2944,160,0.9484536082474226,879,619,812,794,834,579,768,763,45,40,44,31,4,0,0,0,True,True
request_layer,13,motorcycle,natural,medium,vision,21,388,368,20,3104,2944,160,0.9484536082474226,1023,667,705,709,987,635,661,661,36,32,44,48,4,0,0,3,True,False
request_layer,13,motorcycle,natural,medium,vision,22,388,368,20,3104,2944,160,0.9484536082474226,782,695,822,805,749,661,772,762,33,34,50,43,4,2,2,2,True,True
request_layer,13,motorcycle,natural,medium,vision,23,388,368,20,3104,2944,160,0.9484536082474226,601,931,666,906,549,903,630,862,52,28,36,44,4,1,1,0,True,False
request_layer,13,motorcycle,natural,medium,vision,24,388,368,20,3104,2944,160,0.9484536082474226,788,625,854,837,759,593,809,783,29,32,45,54,4,2,2,3,True,False
request_layer,13,motorcycle,natural,medium,vision,25,388,368,20,3104,2944,160,0.9484536082474226,748,576,870,910,704,539,839,862,44,37,31,48,4,3,3,3,True,True
request_layer,13,motorcycle,natural,medium,vision,26,388,368,20,3104,2944,160,0.9484536082474226,707,701,817,879,659,676,778,831,48,25,39,48,4,3,3,0,True,False
request_layer,13,motorcycle,natural,medium,vision,27,388,368,20,3104,2944,160,0.9484536082474226,540,976,719,869,504,928,685,827,36,48,34,42,4,1,1,1,True,True
request_layer,13,motorcycle,natural,medium,vision,28,388,368,20,3104,2944,160,0.9484536082474226,871,649,644,940,845,618,586,895,26,31,58,45,4,3,3,2,True,False
request_layer,13,motorcycle,natural,medium,vision,29,388,368,20,3104,2944,160,0.9484536082474226,538,1011,872,683,495,970,816,663,43,41,56,20,4,1,1,2,True,False
request_layer,13,motorcycle,natural,medium,vision,30,388,368,20,3104,2944,160,0.9484536082474226,874,656,567,1007,828,619,515,982,46,37,52,25,4,3,3,2,True,False
request_layer,13,motorcycle,natural,medium,vision,31,388,368,20,3104,2944,160,0.9484536082474226,785,934,625,760,732,900,597,715,53,34,28,45,4,1,1,0,True,False
request_layer,13,motorcycle,natural,medium,vision,32,388,368,20,3104,2944,160,0.9484536082474226,916,522,724,942,869,480,691,904,47,42,33,38,4,3,3,0,True,False
request_layer,13,motorcycle,natural,medium,vision,33,388,368,20,3104,2944,160,0.9484536082474226,986,598,672,848,959,561,624,800,27,37,48,48,4,0,0,2,True,False
request_layer,13,motorcycle,natural,medium,vision,34,388,368,20,3104,2944,160,0.9484536082474226,815,858,784,647,778,821,737,608,37,37,47,39,4,1,1,2,True,False
request_layer,13,motorcycle,natural,medium,vision,35,388,368,20,3104,2944,160,0.9484536082474226,709,852,567,976,650,823,535,936,59,29,32,40,4,3,3,0,True,False
request_layer,13,motorcycle,natural,medium,vision,36,388,368,20,3104,2944,160,0.9484536082474226,742,660,792,910,706,633,746,859,36,27,46,51,4,3,3,3,True,True
request_layer,13,motorcycle,natural,medium,vision,37,388,368,20,3104,2944,160,0.9484536082474226,924,684,829,667,874,653,796,621,50,31,33,46,4,0,0,0,True,True
request_layer,13,motorcycle,natural,medium,vision,38,388,368,20,3104,2944,160,0.9484536082474226,692,765,824,823,649,735,780,780,43,30,44,43,4,2,2,2,True,True
request_layer,13,motorcycle,natural,medium,vision,39,388,368,20,3104,2944,160,0.9484536082474226,504,910,793,897,472,851,763,858,32,59,30,39,4,1,3,1,False,True
request_layer,13,motorcycle,natural,medium,vision,40,388,368,20,3104,2944,160,0.9484536082474226,783,751,680,890,755,718,631,840,28,33,49,50,4,3,3,3,True,True
request_layer,13,motorcycle,natural,medium,vision,41,388,368,20,3104,2944,160,0.9484536082474226,513,925,912,754,471,883,860,730,42,42,52,24,4,1,1,2,True,False
request_layer,13,motorcycle,natural,medium,vision,42,388,368,20,3104,2944,160,0.9484536082474226,607,801,989,707,571,742,959,672,36,59,30,35,4,2,2,1,True,False
request_layer,13,motorcycle,natural,medium,vision,43,388,368,20,3104,2944,160,0.9484536082474226,663,882,807,752,631,847,749,717,32,35,58,35,4,1,1,2,True,False
request_layer,13,motorcycle,natural,medium,vision,44,388,368,20,3104,2944,160,0.9484536082474226,671,831,903,699,623,802,855,664,48,29,48,35,4,2,2,0,True,False
request_layer,13,motorcycle,natural,medium,vision,45,388,368,20,3104,2944,160,0.9484536082474226,752,756,816,780,714,715,773,742,38,41,43,38,4,2,2,2,True,True
request_layer,13,motorcycle,natural,medium,vision,46,388,368,20,3104,2944,160,0.9484536082474226,888,665,817,734,847,632,785,680,41,33,32,54,4,0,0,3,True,False
request_layer,13,motorcycle,natural,medium,vision,47,388,368,20,3104,2944,160,0.9484536082474226,863,904,585,752,824,869,546,705,39,35,39,47,4,1,1,3,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,0,511,488,23,4088,3904,184,0.9549902152641878,1064,945,899,1180,1018,910,845,1131,46,35,54,49,4,3,3,2,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,1,511,488,23,4088,3904,184,0.9549902152641878,840,1025,1010,1213,791,1000,955,1158,49,25,55,55,4,3,3,2,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,2,511,488,23,4088,3904,184,0.9549902152641878,1209,1018,984,877,1182,964,925,833,27,54,59,44,4,0,0,2,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,3,511,488,23,4088,3904,184,0.9549902152641878,985,970,1074,1059,938,942,1014,1010,47,28,60,49,4,2,2,2,True,True
request_layer,14,coffee_rocket,multi_image,medium,vision,4,511,488,23,4088,3904,184,0.9549902152641878,1427,805,1002,854,1391,760,950,803,36,45,52,51,4,0,0,2,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,5,511,488,23,4088,3904,184,0.9549902152641878,958,1315,894,921,902,1276,847,879,56,39,47,42,4,1,1,0,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,6,511,488,23,4088,3904,184,0.9549902152641878,1572,568,1074,874,1537,513,1016,838,35,55,58,36,4,0,0,2,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,7,511,488,23,4088,3904,184,0.9549902152641878,930,956,1129,1073,883,911,1097,1013,47,45,32,60,4,2,2,3,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,8,511,488,23,4088,3904,184,0.9549902152641878,945,1051,1118,974,897,998,1069,940,48,53,49,34,4,2,2,1,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,9,511,488,23,4088,3904,184,0.9549902152641878,1247,1126,785,930,1210,1082,742,870,37,44,43,60,4,0,0,3,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,10,511,488,23,4088,3904,184,0.9549902152641878,1275,834,958,1021,1233,786,907,978,42,48,51,43,4,0,0,2,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,11,511,488,23,4088,3904,184,0.9549902152641878,743,1280,1025,1040,668,1238,985,1013,75,42,40,27,4,1,1,0,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,12,511,488,23,4088,3904,184,0.9549902152641878,998,1124,870,1096,961,1088,818,1037,37,36,52,59,4,1,1,3,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,13,511,488,23,4088,3904,184,0.9549902152641878,1087,931,997,1073,1026,892,956,1030,61,39,41,43,4,0,3,0,False,True
request_layer,14,coffee_rocket,multi_image,medium,vision,14,511,488,23,4088,3904,184,0.9549902152641878,938,1204,922,1024,880,1178,879,967,58,26,43,57,4,1,1,0,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,15,511,488,23,4088,3904,184,0.9549902152641878,931,1020,802,1335,881,969,757,1297,50,51,45,38,4,3,3,1,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,16,511,488,23,4088,3904,184,0.9549902152641878,1061,1066,832,1129,1035,1031,765,1073,26,35,67,56,4,3,3,2,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,17,511,488,23,4088,3904,184,0.9549902152641878,987,1205,934,962,938,1154,876,936,49,51,58,26,4,1,1,2,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,18,511,488,23,4088,3904,184,0.9549902152641878,1315,768,1039,966,1273,720,968,943,42,48,71,23,4,0,0,2,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,19,511,488,23,4088,3904,184,0.9549902152641878,1123,922,1063,980,1077,878,1033,916,46,44,30,64,4,0,0,3,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,20,511,488,23,4088,3904,184,0.9549902152641878,1237,917,1051,883,1195,867,1004,838,42,50,47,45,4,0,0,1,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,21,511,488,23,4088,3904,184,0.9549902152641878,1300,987,900,901,1261,949,862,832,39,38,38,69,4,0,0,3,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,22,511,488,23,4088,3904,184,0.9549902152641878,951,849,1077,1211,914,805,1022,1163,37,44,55,48,4,3,3,2,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,23,511,488,23,4088,3904,184,0.9549902152641878,912,1208,906,1062,840,1171,874,1019,72,37,32,43,4,1,1,0,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,24,511,488,23,4088,3904,184,0.9549902152641878,989,1025,1013,1061,946,984,965,1009,43,41,48,52,4,3,3,3,True,True
request_layer,14,coffee_rocket,multi_image,medium,vision,25,511,488,23,4088,3904,184,0.9549902152641878,995,899,890,1304,937,859,851,1257,58,40,39,47,4,3,3,0,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,26,511,488,23,4088,3904,184,0.9549902152641878,861,1203,923,1101,815,1166,876,1047,46,37,47,54,4,1,1,3,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,27,511,488,23,4088,3904,184,0.9549902152641878,825,1127,851,1285,776,1078,816,1234,49,49,35,51,4,3,3,3,True,True
request_layer,14,coffee_rocket,multi_image,medium,vision,28,511,488,23,4088,3904,184,0.9549902152641878,1087,1113,812,1076,1064,1076,738,1026,23,37,74,50,4,1,1,2,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,29,511,488,23,4088,3904,184,0.9549902152641878,786,1154,1163,985,734,1107,1110,953,52,47,53,32,4,2,2,2,True,True
request_layer,14,coffee_rocket,multi_image,medium,vision,30,511,488,23,4088,3904,184,0.9549902152641878,1255,920,935,978,1202,876,871,955,53,44,64,23,4,0,0,2,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,31,511,488,23,4088,3904,184,0.9549902152641878,1215,955,1013,905,1156,919,985,844,59,36,28,61,4,0,0,3,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,32,511,488,23,4088,3904,184,0.9549902152641878,1244,938,949,957,1199,893,905,907,45,45,44,50,4,0,0,3,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,33,511,488,23,4088,3904,184,0.9549902152641878,1260,835,897,1096,1227,798,845,1034,33,37,52,62,4,0,0,3,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,34,511,488,23,4088,3904,184,0.9549902152641878,932,1027,1158,971,890,987,1102,925,42,40,56,46,4,2,2,2,True,True
request_layer,14,coffee_rocket,multi_image,medium,vision,35,511,488,23,4088,3904,184,0.9549902152641878,1106,1015,943,1024,1031,977,915,981,75,38,28,43,4,0,0,0,True,True
request_layer,14,coffee_rocket,multi_image,medium,vision,36,511,488,23,4088,3904,184,0.9549902152641878,918,1044,996,1130,873,1007,947,1077,45,37,49,53,4,3,3,3,True,True
request_layer,14,coffee_rocket,multi_image,medium,vision,37,511,488,23,4088,3904,184,0.9549902152641878,1088,935,1014,1051,1021,905,975,1003,67,30,39,48,4,0,0,0,True,True
request_layer,14,coffee_rocket,multi_image,medium,vision,38,511,488,23,4088,3904,184,0.9549902152641878,915,1104,944,1125,870,1071,889,1074,45,33,55,51,4,3,3,2,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,39,511,488,23,4088,3904,184,0.9549902152641878,690,1250,994,1154,651,1183,965,1105,39,67,29,49,4,1,1,1,True,True
request_layer,14,coffee_rocket,multi_image,medium,vision,40,511,488,23,4088,3904,184,0.9549902152641878,1135,1157,784,1012,1101,1113,727,963,34,44,57,49,4,1,1,2,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,41,511,488,23,4088,3904,184,0.9549902152641878,811,1178,1120,979,763,1127,1059,955,48,51,61,24,4,1,1,2,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,42,511,488,23,4088,3904,184,0.9549902152641878,979,1116,1105,888,930,1056,1068,850,49,60,37,38,4,1,2,1,False,True
request_layer,14,coffee_rocket,multi_image,medium,vision,43,511,488,23,4088,3904,184,0.9549902152641878,913,1032,1133,1010,875,998,1066,965,38,34,67,45,4,2,2,2,True,True
request_layer,14,coffee_rocket,multi_image,medium,vision,44,511,488,23,4088,3904,184,0.9549902152641878,998,1094,1118,878,950,1064,1057,833,48,30,61,45,4,2,1,2,False,True
request_layer,14,coffee_rocket,multi_image,medium,vision,45,511,488,23,4088,3904,184,0.9549902152641878,1207,883,1047,951,1155,845,992,912,52,38,55,39,4,0,0,2,True,False
request_layer,14,coffee_rocket,multi_image,medium,vision,46,511,488,23,4088,3904,184,0.9549902152641878,1148,802,1147,991,1108,763,1110,923,40,39,37,68,4,0,2,3,False,False
request_layer,14,coffee_rocket,multi_image,medium,vision,47,511,488,23,4088,3904,184,0.9549902152641878,1220,1059,773,1036,1178,1025,730,971,42,34,43,65,4,0,0,3,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,0,671,648,23,5368,5184,184,0.9657228017883756,1422,1626,1146,1174,1380,1586,1091,1127,42,40,55,47,4,1,1,2,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,1,671,648,23,5368,5184,184,0.9657228017883756,1261,1710,1031,1366,1210,1683,977,1314,51,27,54,52,4,1,1,2,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,2,671,648,23,5368,5184,184,0.9657228017883756,1332,1510,1138,1388,1303,1449,1091,1341,29,61,47,47,4,1,1,1,True,True
request_layer,15,bit_allocate,chart_document,medium,vision,3,671,648,23,5368,5184,184,0.9657228017883756,811,1532,1646,1379,754,1509,1589,1332,57,23,57,47,4,2,2,0,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,4,671,648,23,5368,5184,184,0.9657228017883756,1252,1730,1263,1123,1224,1676,1214,1070,28,54,49,53,4,1,1,1,True,True
request_layer,15,bit_allocate,chart_document,medium,vision,5,671,648,23,5368,5184,184,0.9657228017883756,1452,1217,1343,1356,1392,1178,1295,1319,60,39,48,37,4,0,0,0,True,True
request_layer,15,bit_allocate,chart_document,medium,vision,6,671,648,23,5368,5184,184,0.9657228017883756,1226,1582,1659,901,1193,1524,1588,879,33,58,71,22,4,2,2,2,True,True
request_layer,15,bit_allocate,chart_document,medium,vision,7,671,648,23,5368,5184,184,0.9657228017883756,1267,1201,840,2060,1188,1163,817,2016,79,38,23,44,4,3,3,0,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,8,671,648,23,5368,5184,184,0.9657228017883756,1163,1691,1509,1005,1120,1632,1461,971,43,59,48,34,4,1,1,1,True,True
request_layer,15,bit_allocate,chart_document,medium,vision,9,671,648,23,5368,5184,184,0.9657228017883756,1573,1189,1433,1173,1533,1146,1374,1131,40,43,59,42,4,0,0,2,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,10,671,648,23,5368,5184,184,0.9657228017883756,1540,1103,1499,1226,1498,1051,1456,1179,42,52,43,47,4,0,0,1,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,11,671,648,23,5368,5184,184,0.9657228017883756,1474,1481,1229,1184,1404,1448,1178,1154,70,33,51,30,4,1,1,0,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,12,671,648,23,5368,5184,184,0.9657228017883756,1254,1409,1634,1071,1215,1377,1585,1007,39,32,49,64,4,2,2,3,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,13,671,648,23,5368,5184,184,0.9657228017883756,1421,1245,1336,1366,1364,1206,1289,1325,57,39,47,41,4,0,0,0,True,True
request_layer,15,bit_allocate,chart_document,medium,vision,14,671,648,23,5368,5184,184,0.9657228017883756,1907,1140,1260,1061,1837,1114,1215,1018,70,26,45,43,4,0,0,0,True,True
request_layer,15,bit_allocate,chart_document,medium,vision,15,671,648,23,5368,5184,184,0.9657228017883756,1168,2037,1139,1024,1117,1991,1102,974,51,46,37,50,4,1,1,0,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,16,671,648,23,5368,5184,184,0.9657228017883756,972,1042,2183,1171,948,1013,2111,1112,24,29,72,59,4,2,2,2,True,True
request_layer,15,bit_allocate,chart_document,medium,vision,17,671,648,23,5368,5184,184,0.9657228017883756,1322,1432,1335,1279,1285,1394,1265,1240,37,38,70,39,4,1,1,2,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,18,671,648,23,5368,5184,184,0.9657228017883756,1123,1447,1574,1224,1084,1394,1505,1201,39,53,69,23,4,2,2,2,True,True
request_layer,15,bit_allocate,chart_document,medium,vision,19,671,648,23,5368,5184,184,0.9657228017883756,1287,814,1418,1849,1220,778,1391,1795,67,36,27,54,4,3,3,0,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,20,671,648,23,5368,5184,184,0.9657228017883756,1150,1620,1431,1167,1109,1557,1388,1130,41,63,43,37,4,1,1,1,True,True
request_layer,15,bit_allocate,chart_document,medium,vision,21,671,648,23,5368,5184,184,0.9657228017883756,1647,1297,1412,1012,1607,1260,1363,954,40,37,49,58,4,0,0,3,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,22,671,648,23,5368,5184,184,0.9657228017883756,1670,1108,1177,1413,1625,1065,1134,1360,45,43,43,53,4,0,0,3,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,23,671,648,23,5368,5184,184,0.9657228017883756,1489,1353,1362,1164,1423,1318,1322,1121,66,35,40,43,4,0,0,0,True,True
request_layer,15,bit_allocate,chart_document,medium,vision,24,671,648,23,5368,5184,184,0.9657228017883756,1076,1424,1605,1263,1027,1396,1558,1203,49,28,47,60,4,2,2,3,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,25,671,648,23,5368,5184,184,0.9657228017883756,1327,1508,1154,1379,1270,1468,1122,1324,57,40,32,55,4,1,1,0,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,26,671,648,23,5368,5184,184,0.9657228017883756,1929,905,1335,1199,1869,879,1284,1152,60,26,51,47,4,0,0,0,True,True
request_layer,15,bit_allocate,chart_document,medium,vision,27,671,648,23,5368,5184,184,0.9657228017883756,1118,1668,1362,1220,1078,1626,1332,1148,40,42,30,72,4,1,1,3,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,28,671,648,23,5368,5184,184,0.9657228017883756,995,1218,1893,1262,970,1183,1811,1220,25,35,82,42,4,2,2,2,True,True
request_layer,15,bit_allocate,chart_document,medium,vision,29,671,648,23,5368,5184,184,0.9657228017883756,1220,1201,1572,1375,1179,1159,1509,1337,41,42,63,38,4,2,2,2,True,True
request_layer,15,bit_allocate,chart_document,medium,vision,30,671,648,23,5368,5184,184,0.9657228017883756,1075,1558,1574,1161,1034,1499,1507,1144,41,59,67,17,4,2,2,2,True,True
request_layer,15,bit_allocate,chart_document,medium,vision,31,671,648,23,5368,5184,184,0.9657228017883756,1422,1095,1309,1542,1341,1054,1287,1502,81,41,22,40,4,3,3,0,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,32,671,648,23,5368,5184,184,0.9657228017883756,1504,1425,1398,1041,1455,1375,1365,989,49,50,33,52,4,0,0,3,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,33,671,648,23,5368,5184,184,0.9657228017883756,1493,1245,1511,1119,1461,1200,1458,1065,32,45,53,54,4,2,0,3,False,False
request_layer,15,bit_allocate,chart_document,medium,vision,34,671,648,23,5368,5184,184,0.9657228017883756,1610,1128,1204,1426,1565,1090,1157,1372,45,38,47,54,4,0,0,3,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,35,671,648,23,5368,5184,184,0.9657228017883756,1424,1203,1421,1320,1357,1170,1377,1280,67,33,44,40,4,0,2,0,False,True
request_layer,15,bit_allocate,chart_document,medium,vision,36,671,648,23,5368,5184,184,0.9657228017883756,1029,1710,1111,1518,981,1676,1066,1461,48,34,45,57,4,1,1,3,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,37,671,648,23,5368,5184,184,0.9657228017883756,1356,1301,1381,1330,1296,1262,1345,1281,60,39,36,49,4,2,2,0,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,38,671,648,23,5368,5184,184,0.9657228017883756,1617,1062,1401,1288,1559,1036,1346,1243,58,26,55,45,4,0,0,0,True,True
request_layer,15,bit_allocate,chart_document,medium,vision,39,671,648,23,5368,5184,184,0.9657228017883756,1261,1520,1206,1381,1224,1466,1177,1317,37,54,29,64,4,1,1,3,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,40,671,648,23,5368,5184,184,0.9657228017883756,1399,1401,1421,1147,1363,1364,1357,1100,36,37,64,47,4,2,1,2,False,True
request_layer,15,bit_allocate,chart_document,medium,vision,41,671,648,23,5368,5184,184,0.9657228017883756,1214,1528,1666,960,1174,1478,1593,939,40,50,73,21,4,2,2,2,True,True
request_layer,15,bit_allocate,chart_document,medium,vision,42,671,648,23,5368,5184,184,0.9657228017883756,1294,1481,1491,1102,1251,1417,1446,1070,43,64,45,32,4,2,2,1,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,43,671,648,23,5368,5184,184,0.9657228017883756,1272,1475,1435,1186,1236,1440,1363,1145,36,35,72,41,4,1,1,2,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,44,671,648,23,5368,5184,184,0.9657228017883756,1288,1325,1500,1255,1237,1293,1446,1208,51,32,54,47,4,2,2,2,True,True
request_layer,15,bit_allocate,chart_document,medium,vision,45,671,648,23,5368,5184,184,0.9657228017883756,1395,1148,1330,1495,1345,1106,1268,1465,50,42,62,30,4,3,3,2,True,False
request_layer,15,bit_allocate,chart_document,medium,vision,46,671,648,23,5368,5184,184,0.9657228017883756,1245,1136,1437,1550,1203,1099,1388,1494,42,37,49,56,4,3,3,3,True,True
request_layer,15,bit_allocate,chart_document,medium,vision,47,671,648,23,5368,5184,184,0.9657228017883756,1723,1278,981,1386,1674,1240,942,1328,49,38,39,58,4,0,0,3,True,False
request_layer,16,model_card,chart_document,large,vision,0,807,784,23,6456,6272,184,0.9714993804213135,1602,1791,1426,1637,1559,1754,1370,1589,43,37,56,48,4,1,1,2,True,False
request_layer,16,model_card,chart_document,large,vision,1,807,784,23,6456,6272,184,0.9714993804213135,1293,1913,1584,1666,1247,1887,1529,1609,46,26,55,57,4,1,1,3,True,False
request_layer,16,model_card,chart_document,large,vision,2,807,784,23,6456,6272,184,0.9714993804213135,1723,1521,1545,1667,1689,1460,1497,1626,34,61,48,41,4,0,0,1,True,False
request_layer,16,model_card,chart_document,large,vision,3,807,784,23,6456,6272,184,0.9714993804213135,1492,1754,1434,1776,1437,1733,1372,1730,55,21,62,46,4,3,1,2,False,False
request_layer,16,model_card,chart_document,large,vision,4,807,784,23,6456,6272,184,0.9714993804213135,1779,1698,1356,1623,1752,1650,1305,1565,27,48,51,58,4,0,0,3,True,False
request_layer,16,model_card,chart_document,large,vision,5,807,784,23,6456,6272,184,0.9714993804213135,1853,1554,1445,1604,1799,1516,1391,1566,54,38,54,38,4,0,0,0,True,True
request_layer,16,model_card,chart_document,large,vision,6,807,784,23,6456,6272,184,0.9714993804213135,2339,1657,1209,1251,2304,1597,1147,1224,35,60,62,27,4,0,0,2,True,False
request_layer,16,model_card,chart_document,large,vision,7,807,784,23,6456,6272,184,0.9714993804213135,1723,1447,1496,1790,1661,1400,1469,1742,62,47,27,48,4,3,3,0,True,False
request_layer,16,model_card,chart_document,large,vision,8,807,784,23,6456,6272,184,0.9714993804213135,1573,1911,1464,1508,1527,1860,1412,1473,46,51,52,35,4,1,1,2,True,False
request_layer,16,model_card,chart_document,large,vision,9,807,784,23,6456,6272,184,0.9714993804213135,1622,1951,1503,1380,1588,1905,1442,1337,34,46,61,43,4,1,1,2,True,False
request_layer,16,model_card,chart_document,large,vision,10,807,784,23,6456,6272,184,0.9714993804213135,1748,1457,1761,1490,1700,1403,1717,1452,48,54,44,38,4,2,2,1,True,False
request_layer,16,model_card,chart_document,large,vision,11,807,784,23,6456,6272,184,0.9714993804213135,1700,1644,1654,1458,1634,1607,1604,1427,66,37,50,31,4,0,0,0,True,True
request_layer,16,model_card,chart_document,large,vision,12,807,784,23,6456,6272,184,0.9714993804213135,1562,1522,1646,1726,1520,1485,1592,1675,42,37,54,51,4,3,3,2,True,False
request_layer,16,model_card,chart_document,large,vision,13,807,784,23,6456,6272,184,0.9714993804213135,1785,1597,1459,1615,1728,1556,1413,1575,57,41,46,40,4,0,0,0,True,True
request_layer,16,model_card,chart_document,large,vision,14,807,784,23,6456,6272,184,0.9714993804213135,1405,1820,1572,1659,1337,1788,1531,1616,68,32,41,43,4,1,1,0,True,False
request_layer,16,model_card,chart_document,large,vision,15,807,784,23,6456,6272,184,0.9714993804213135,1513,1482,1700,1761,1464,1435,1658,1715,49,47,42,46,4,3,3,0,True,False
request_layer,16,model_card,chart_document,large,vision,16,807,784,23,6456,6272,184,0.9714993804213135,1627,1413,1630,1786,1599,1385,1563,1725,28,28,67,61,4,3,3,2,True,False
request_layer,16,model_card,chart_document,large,vision,17,807,784,23,6456,6272,184,0.9714993804213135,1608,1778,1504,1566,1566,1739,1437,1530,42,39,67,36,4,1,1,2,True,False
request_layer,16,model_card,chart_document,large,vision,18,807,784,23,6456,6272,184,0.9714993804213135,2306,1410,1310,1430,2265,1358,1237,1412,41,52,73,18,4,0,0,2,True,False
request_layer,16,model_card,chart_document,large,vision,19,807,784,23,6456,6272,184,0.9714993804213135,1752,1650,1533,1521,1691,1612,1510,1459,61,38,23,62,4,0,0,3,True,False
request_layer,16,model_card,chart_document,large,vision,20,807,784,23,6456,6272,184,0.9714993804213135,1555,1864,1418,1619,1512,1811,1374,1575,43,53,44,44,4,1,1,1,True,True
request_layer,16,model_card,chart_document,large,vision,21,807,784,23,6456,6272,184,0.9714993804213135,1597,1714,1479,1666,1565,1672,1426,1609,32,42,53,57,4,1,1,3,True,False
request_layer,16,model_card,chart_document,large,vision,22,807,784,23,6456,6272,184,0.9714993804213135,1673,1422,1733,1628,1622,1383,1695,1572,51,39,38,56,4,2,2,3,True,False
