source,sample_id,category,layer,ep_size,semantic_vision_assignments,refined_vision_assignments,risk_ratio,semantic_load,refined_load,stock_max_rank_load,semantic_max_rank_load,semantic_mean_rank_load,semantic_max_mean,refined_max_rank_load,refined_mean_rank_load,refined_max_mean,additional_max_rank_work_removed,incremental_max_rank_oracle_pct,semantic_max_rank_reduction_vs_stock_pct,refined_max_rank_reduction_vs_stock_pct,incremental_max_rank_reduction_pp
EP4_output_capture_virtual_linear_remap,brick_e336,fine_grained,36,2,566,566,0.953429425765559,"[346, 420]","[383, 383]",548,420,383.0,1.0966057441253263,383,383.0,1.0,37,8.80952380952381,23.357664233576642,30.10948905109489,6.751824817518248
EP4_output_capture_virtual_linear_remap,brick_e336,fine_grained,36,4,566,566,0.9420839733367726,"[156, 190, 188, 232]","[191, 192, 192, 191]",291,232,191.5,1.2114882506527416,192,191.5,1.0026109660574412,40,17.24137931034483,20.274914089347078,34.02061855670103,13.745704467353951
EP4_output_capture_virtual_linear_remap,brick_e336,fine_grained,36,8,566,566,0.9553899747841453,"[88, 68, 118, 72, 84, 104, 131, 101]","[98, 86, 97, 93, 98, 98, 98, 98]",165,131,95.75,1.3681462140992167,98,95.75,1.0234986945169713,33,25.19083969465649,20.606060606060606,40.60606060606061,20.0
EP4_output_capture_virtual_linear_remap,brick_e336,fine_grained,36,16,566,566,0.9579180946681919,"[34, 54, 40, 28, 43, 75, 33, 39, 23, 61, 49, 55, 46, 85, 45, 56]","[40, 54, 43, 35, 46, 53, 46, 46, 31, 53, 54, 53, 54, 54, 51, 53]",107,85,47.875,1.7754569190600522,54,47.875,1.1279373368146215,31,36.470588235294116,20.560747663551403,49.532710280373834,28.97196261682243
EP4_output_capture_virtual_linear_remap,brick_e336,fine_grained,44,2,566,566,0.9250644988535529,"[395, 371]","[383, 383]",520,395,383.0,1.031331592689295,383,383.0,1.0,12,3.037974683544304,24.03846153846154,26.346153846153847,2.3076923076923075
EP4_output_capture_virtual_linear_remap,brick_e336,fine_grained,44,4,566,566,0.9365244696150428,"[223, 172, 203, 168]","[191, 191, 192, 192]",289,223,191.5,1.164490861618799,192,191.5,1.0026109660574412,31,13.90134529147982,22.837370242214533,33.56401384083045,10.726643598615917
EP4_output_capture_virtual_linear_remap,brick_e336,fine_grained,44,8,566,566,0.9608162617022474,"[90, 133, 87, 85, 89, 114, 88, 80]","[96, 96, 96, 96, 95, 96, 95, 96]",179,133,95.75,1.3890339425587468,96,95.75,1.0026109660574412,37,27.81954887218045,25.69832402234637,46.36871508379888,20.670391061452513
EP4_output_capture_virtual_linear_remap,brick_e336,fine_grained,44,16,566,566,0.9874232772797085,"[34, 56, 72, 61, 31, 56, 63, 22, 48, 41, 28, 86, 36, 52, 35, 45]","[42, 55, 57, 56, 36, 57, 56, 29, 52, 45, 36, 57, 45, 54, 39, 50]",101,86,47.875,1.7963446475195823,57,47.875,1.1906005221932114,29,33.72093023255814,14.851485148514852,43.56435643564357,28.712871287128714
EP4_output_capture_virtual_linear_remap,brick_e336,fine_grained,47,2,566,566,0.9569688589569114,"[417, 349]","[383, 383]",566,417,383.0,1.0887728459530026,383,383.0,1.0,34,8.15347721822542,26.325088339222614,32.332155477031804,6.007067137809187
EP4_output_capture_virtual_linear_remap,brick_e336,fine_grained,47,4,566,566,0.9644599785037641,"[228, 189, 136, 213]","[197, 197, 175, 197]",309,228,191.5,1.1906005221932114,197,191.5,1.0287206266318538,31,13.596491228070175,26.21359223300971,36.24595469255664,10.032362459546926
EP4_output_capture_virtual_linear_remap,brick_e336,fine_grained,47,8,566,566,0.9607116388211097,"[123, 105, 88, 101, 60, 76, 105, 108]","[99, 99, 99, 98, 74, 99, 99, 99]",159,123,95.75,1.2845953002610966,99,95.75,1.0339425587467364,24,19.51219512195122,22.641509433962263,37.735849056603776,15.09433962264151
EP4_output_capture_virtual_linear_remap,brick_e336,fine_grained,47,16,566,566,0.9696158046275287,"[48, 75, 56, 49, 60, 28, 38, 63, 19, 41, 32, 44, 42, 63, 56, 52]","[52, 52, 52, 52, 51, 35, 52, 52, 26, 46, 39, 52, 49, 52, 52, 52]",93,75,47.875,1.566579634464752,52,47.875,1.0861618798955615,23,30.666666666666668,19.35483870967742,44.086021505376344,24.731182795698924
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,4,2,1106,1106,0.9266311609577692,"[708, 598]","[653, 653]",965,708,653.0,1.0842266462480858,653,653.0,1.0,55,7.768361581920904,26.632124352331605,32.33160621761658,5.699481865284974
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,4,4,1106,1106,0.9455747707220628,"[306, 402, 286, 312]","[326, 327, 326, 327]",545,402,326.5,1.231240428790199,327,326.5,1.001531393568147,75,18.65671641791045,26.238532110091743,40.0,13.761467889908257
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,4,8,1106,1106,0.9535581253460385,"[156, 150, 177, 225, 158, 128, 129, 183]","[164, 163, 163, 164, 163, 164, 163, 162]",304,225,163.25,1.3782542113323124,164,163.25,1.004594180704441,61,27.11111111111111,25.986842105263158,46.05263157894737,20.06578947368421
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,4,16,1106,1106,0.9538106079425069,"[81, 75, 92, 58, 151, 26, 129, 96, 69, 89, 60, 68, 73, 56, 59, 124]","[95, 82, 95, 77, 96, 43, 95, 95, 72, 95, 61, 91, 83, 65, 65, 96]",193,151,81.625,1.8499234303215926,96,81.625,1.1761102603369067,55,36.42384105960265,21.761658031088082,50.259067357512954,28.497409326424872
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,12,2,1106,1106,0.909424724325504,"[591, 715]","[653, 653]",972,715,653.0,1.0949464012251149,653,653.0,1.0,62,8.671328671328672,26.440329218106996,32.818930041152264,6.378600823045267
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,12,4,1106,1106,0.9339901257342168,"[281, 310, 256, 459]","[327, 329, 322, 328]",619,459,326.5,1.4058192955589586,329,326.5,1.007656967840735,130,28.32244008714597,25.848142164781905,46.849757673667206,21.001615508885298
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,12,8,1106,1106,0.9259595611623697,"[143, 138, 200, 110, 91, 165, 278, 181]","[161, 154, 181, 156, 111, 181, 181, 181]",389,278,163.25,1.7029096477794794,181,163.25,1.108728943338438,97,34.89208633093525,28.53470437017995,53.47043701799486,24.93573264781491
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,12,16,1106,1106,0.9523424441521879,"[62, 81, 73, 65, 76, 124, 36, 74, 22, 69, 110, 55, 140, 138, 94, 87]","[67, 97, 77, 78, 91, 97, 46, 95, 31, 80, 97, 64, 97, 97, 95, 97]",205,140,81.625,1.7151607963246553,97,81.625,1.1883614088820826,43,30.714285714285715,31.70731707317073,52.68292682926829,20.975609756097562
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,24,2,1106,1106,0.8394102784573885,"[603, 703]","[653, 653]",956,703,653.0,1.0765696784073506,653,653.0,1.0,50,7.112375533428165,26.464435146443513,31.694560669456067,5.2301255230125525
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,24,4,1106,1106,0.9124655867168633,"[286, 317, 227, 476]","[333, 332, 308, 333]",630,476,326.5,1.457886676875957,333,326.5,1.0199081163859112,143,30.04201680672269,24.444444444444443,47.142857142857146,22.6984126984127
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,24,8,1106,1106,0.9461632265351624,"[135, 151, 195, 122, 116, 111, 269, 207]","[173, 173, 173, 146, 158, 136, 174, 173]",354,269,163.25,1.6477794793261868,174,163.25,1.0658499234303216,95,35.31598513011152,24.01129943502825,50.847457627118644,26.836158192090394
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,24,16,1106,1106,0.95588256590484,"[53, 82, 90, 61, 67, 128, 53, 69, 57, 59, 64, 47, 107, 162, 108, 99]","[76, 91, 91, 74, 86, 92, 56, 90, 69, 81, 71, 65, 91, 91, 91, 91]",209,162,81.625,1.9846860643185298,92,81.625,1.1271056661562022,70,43.20987654320987,22.48803827751196,55.98086124401914,33.49282296650718
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,36,2,1106,1106,0.9087696741498115,"[648, 658]","[653, 653]",894,658,653.0,1.007656967840735,653,653.0,1.0,5,0.7598784194528876,26.39821029082774,26.957494407158837,0.5592841163310962
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,36,4,1106,1106,0.9270851617373478,"[283, 365, 260, 398]","[326, 327, 327, 326]",520,398,326.5,1.218989280245023,327,326.5,1.001531393568147,71,17.839195979899497,23.46153846153846,37.11538461538461,13.653846153846153
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,36,8,1106,1106,0.9488042682113419,"[130, 153, 191, 174, 132, 128, 254, 144]","[150, 165, 164, 166, 166, 165, 165, 165]",336,254,163.25,1.555895865237366,166,163.25,1.0168453292496171,88,34.645669291338585,24.404761904761905,50.595238095238095,26.19047619047619
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,36,16,1106,1106,0.9463855682017648,"[65, 65, 81, 72, 80, 111, 94, 80, 58, 74, 58, 70, 113, 141, 70, 74]","[72, 77, 85, 85, 81, 86, 85, 86, 66, 86, 75, 85, 85, 86, 81, 85]",176,141,81.625,1.7274119448698315,86,81.625,1.0535987748851454,55,39.00709219858156,19.886363636363637,51.13636363636363,31.25
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,44,2,1106,1106,0.9467994929534734,"[663, 643]","[653, 653]",907,663,653.0,1.0153139356814702,653,653.0,1.0,10,1.5082956259426847,26.901874310915105,28.004410143329658,1.1025358324145536
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,44,4,1106,1106,0.9414395978526443,"[313, 350, 323, 320]","[327, 325, 327, 327]",473,350,326.5,1.0719754977029097,327,326.5,1.001531393568147,23,6.571428571428571,26.004228329809724,30.866807610993657,4.862579281183932
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,44,8,1106,1106,0.9584241179976227,"[147, 166, 166, 184, 161, 162, 210, 110]","[166, 166, 166, 166, 166, 166, 166, 144]",286,210,163.25,1.2863705972434916,166,163.25,1.0168453292496171,44,20.952380952380953,26.573426573426573,41.95804195804196,15.384615384615385
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,44,16,1106,1106,0.9682945405197204,"[58, 89, 81, 85, 56, 110, 128, 56, 87, 74, 42, 120, 107, 103, 46, 64]","[76, 88, 88, 87, 73, 88, 88, 81, 87, 88, 61, 88, 88, 88, 57, 80]",163,128,81.625,1.5681470137825422,88,81.625,1.0781010719754978,40,31.25,21.47239263803681,46.012269938650306,24.539877300613497
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,47,2,1106,1106,0.9565390649460425,"[721, 585]","[653, 653]",997,721,653.0,1.104134762633997,653,653.0,1.0,68,9.43134535367545,27.683049147442325,34.503510531594785,6.820461384152457
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,47,4,1106,1106,0.9653123836680142,"[427, 294, 255, 330]","[327, 326, 326, 327]",586,427,326.5,1.3078101071975499,327,326.5,1.001531393568147,100,23.4192037470726,27.133105802047783,44.19795221843003,17.064846416382252
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,47,8,1106,1106,0.9695214630167209,"[262, 165, 140, 154, 100, 155, 162, 168]","[169, 169, 168, 168, 126, 168, 169, 169]",372,262,163.25,1.6049004594180705,169,163.25,1.0352220520673814,93,35.49618320610687,29.56989247311828,54.56989247311828,25.0
EP4_output_capture_virtual_linear_remap,cell_e448,fine_grained,47,16,1106,1106,0.9828225675682737,"[96, 166, 58, 107, 94, 46, 78, 76, 33, 67, 53, 102, 49, 113, 100, 68]","[97, 97, 60, 97, 97, 54, 89, 97, 39, 72, 75, 97, 59, 97, 97, 82]",228,166,81.625,2.0336906584992342,97,81.625,1.1883614088820826,69,41.566265060240966,27.19298245614035,57.45614035087719,30.263157894736842
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,4,2,2453,2453,0.9349017551929226,"[1340, 1313]","[1326, 1327]",1911,1340,1326.5,1.0101771579344139,1327,1326.5,1.0003769317753486,13,0.9701492537313433,29.87964416535845,30.55991627420199,0.6802721088435374
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,4,4,2453,2453,0.9435131925080062,"[710, 630, 697, 616]","[663, 663, 664, 663]",976,710,663.25,1.0704862419901997,664,663.25,1.001130795326046,46,6.47887323943662,27.25409836065574,31.9672131147541,4.713114754098361
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,4,8,2453,2453,0.956988498063777,"[283, 427, 282, 348, 331, 366, 298, 318]","[332, 332, 331, 332, 332, 332, 331, 331]",617,427,331.625,1.287598944591029,332,331.625,1.001130795326046,95,22.24824355971897,30.79416531604538,46.19124797406807,15.39708265802269
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,4,16,2453,2453,0.9568640702068535,"[126, 157, 242, 185, 177, 105, 232, 116, 100, 231, 183, 183, 196, 102, 152, 166]","[171, 172, 172, 172, 171, 152, 172, 172, 136, 172, 172, 172, 172, 131, 172, 172]",363,242,165.8125,1.4594798341500188,172,165.8125,1.0373162457595175,70,28.925619834710744,33.333333333333336,52.617079889807165,19.28374655647383
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,12,2,2453,2453,0.9272850071892166,"[1281, 1372]","[1327, 1326]",1913,1372,1326.5,1.0343007915567282,1327,1326.5,1.0003769317753486,45,3.2798833819241984,28.28018818609514,30.63251437532671,2.3523261892315737
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,12,4,2453,2453,0.9568099916152237,"[510, 771, 496, 876]","[661, 676, 639, 677]",1229,876,663.25,1.3207689408217114,677,663.25,1.0207312476441763,199,22.71689497716895,28.72253864930838,44.91456468673719,16.192026037428803
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,12,8,2453,2453,0.9689461160238523,"[320, 190, 423, 348, 190, 306, 574, 302]","[366, 238, 366, 364, 246, 357, 366, 350]",798,574,331.625,1.7308707124010554,366,331.625,1.103656238220882,208,36.23693379790941,28.07017543859649,54.13533834586466,26.06516290726817
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,12,16,2453,2453,0.9697749536585858,"[155, 165, 77, 113, 172, 251, 186, 162, 79, 111, 241, 65, 258, 316, 206, 96]","[185, 183, 95, 148, 200, 200, 200, 199, 97, 157, 200, 74, 199, 200, 200, 116]",417,316,165.8125,1.9057670561628346,200,165.8125,1.206181681115718,116,36.70886075949367,24.22062350119904,52.038369304556355,27.817745803357315
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,24,2,2453,2453,0.9789260487312182,"[1228, 1425]","[1326, 1327]",2021,1425,1326.5,1.0742555597436865,1327,1326.5,1.0003769317753486,98,6.87719298245614,29.490351311232065,34.33943592281049,4.8490846115784265
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,24,4,2453,2453,0.9837862163904819,"[614, 614, 529, 896]","[663, 663, 663, 664]",1241,896,663.25,1.3509234828496042,664,663.25,1.001130795326046,232,25.892857142857142,27.800161160354552,46.494762288477034,18.694601128122482
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,24,8,2453,2453,1.0225621756079812,"[347, 267, 316, 298, 329, 200, 534, 362]","[341, 332, 341, 340, 341, 276, 341, 341]",729,534,331.625,1.6102525442894835,341,331.625,1.0282698831511496,193,36.142322097378276,26.74897119341564,53.223593964334704,26.474622770919066
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,24,16,2453,2453,1.0390817314556497,"[147, 200, 158, 109, 133, 183, 146, 152, 168, 161, 99, 101, 226, 308, 224, 138]","[174, 174, 174, 136, 175, 175, 167, 175, 174, 174, 121, 145, 174, 175, 175, 165]",429,308,165.8125,1.8575197889182058,175,165.8125,1.0554089709762533,133,43.18181818181818,28.205128205128204,59.20745920745921,31.002331002331
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,36,2,2453,2453,0.9243850407947737,"[1352, 1301]","[1327, 1326]",1956,1352,1326.5,1.0192235205427818,1327,1326.5,1.0003769317753486,25,1.849112426035503,30.879345603271982,32.15746421267894,1.278118609406953
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,36,4,2453,2453,0.9551375961543995,"[561, 791, 513, 788]","[664, 664, 662, 663]",1096,791,663.25,1.1926121372031662,664,663.25,1.001130795326046,127,16.055625790139064,27.82846715328467,39.416058394160586,11.587591240875913
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,36,8,2453,2453,0.9853476825466339,"[323, 238, 361, 430, 246, 267, 513, 275]","[332, 332, 332, 332, 329, 332, 332, 332]",669,513,331.625,1.5469280060309083,332,331.625,1.001130795326046,181,35.28265107212476,23.318385650224215,50.37369207772795,27.055306427503737
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,36,16,2453,2453,0.9797963183034109,"[196, 127, 100, 138, 162, 199, 211, 219, 97, 149, 97, 170, 230, 283, 128, 147]","[174, 175, 154, 174, 173, 175, 174, 174, 129, 174, 132, 174, 173, 175, 149, 174]",360,283,165.8125,1.706747078778741,175,165.8125,1.0554089709762533,108,38.16254416961131,21.38888888888889,51.388888888888886,30.0
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,44,2,2453,2453,0.9648744414315287,"[1280, 1373]","[1326, 1327]",1903,1373,1326.5,1.0350546551074256,1327,1326.5,1.0003769317753486,46,3.350327749453751,27.8507619548082,30.2679978980557,2.417235943247504
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,44,4,2453,2453,0.941507533597526,"[616, 664, 740, 633]","[662, 663, 664, 664]",987,740,663.25,1.1157180550320391,664,663.25,1.001130795326046,76,10.27027027027027,25.025329280648428,32.72543059777102,7.700101317122594
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,44,8,2453,2453,0.9503238234206404,"[273, 343, 290, 374, 387, 353, 373, 260]","[332, 332, 330, 332, 332, 332, 331, 332]",544,387,331.625,1.1669807764794573,332,331.625,1.001130795326046,55,14.21188630490956,28.860294117647058,38.970588235294116,10.110294117647058
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,44,16,2453,2453,0.9823268484131811,"[117, 156, 176, 167, 94, 196, 180, 194, 237, 150, 118, 235, 143, 230, 165, 95]","[171, 172, 172, 172, 129, 172, 172, 172, 172, 172, 159, 171, 172, 172, 172, 131]",328,237,165.8125,1.429325292122126,172,165.8125,1.0373162457595175,65,27.426160337552744,27.74390243902439,47.5609756097561,19.817073170731707
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,47,2,2453,2453,0.9603931870358107,"[1429, 1224]","[1327, 1326]",2029,1429,1326.5,1.0772710139464756,1327,1326.5,1.0003769317753486,102,7.137858642407278,29.57121734844751,34.59832429768359,5.027106949236077
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,47,4,2453,2453,0.9674183729914959,"[890, 539, 598, 626]","[664, 663, 663, 663]",1263,890,663.25,1.3418771202412363,664,663.25,1.001130795326046,226,25.39325842696629,29.53285827395091,47.42676167854315,17.89390340459224
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,47,8,2453,2453,0.9745907488808881,"[471, 419, 286, 253, 203, 395, 308, 318]","[340, 341, 341, 339, 271, 340, 340, 341]",681,471,331.625,1.4202789295137581,341,331.625,1.0282698831511496,130,27.60084925690021,30.837004405286343,49.926578560939795,19.08957415565345
EP4_output_capture_virtual_linear_remap,clock_motion_e672,fine_grained,47,16,2453,2453,0.9847210459478217,"[236, 235, 194, 225, 185, 101, 134, 119, 124, 79, 185, 210, 104, 204, 184, 134]","[176, 176, 175, 175, 176, 141, 164, 176, 172, 90, 176, 175, 154, 176, 176, 175]",344,236,165.8125,1.4232943837165473,176,165.8125,1.0614398793818318,60,25.423728813559322,31.3953488372093,48.83720930232558,17.441860465116278
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,4,2,566,566,0.9860549198078935,"[280, 486]","[354, 412]",624,486,383.0,1.268929503916449,412,383.0,1.0757180156657964,74,15.22633744855967,22.115384615384617,33.97435897435897,11.85897435897436
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,4,4,566,566,0.9714701839559756,"[103, 177, 174, 312]","[111, 218, 193, 244]",408,312,191.5,1.629242819843342,244,191.5,1.2741514360313315,68,21.794871794871796,23.529411764705884,40.19607843137255,16.666666666666668
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,4,8,566,566,0.9716552204497035,"[72, 31, 82, 95, 122, 52, 128, 184]","[77, 35, 98, 120, 127, 55, 127, 127]",246,184,95.75,1.9216710182767625,127,95.75,1.3263707571801566,57,30.97826086956522,25.203252032520325,48.3739837398374,23.170731707317074
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,4,16,566,566,0.9770395360764744,"[46, 26, 14, 17, 69, 13, 78, 17, 62, 60, 33, 19, 47, 81, 58, 126]","[49, 29, 14, 21, 80, 13, 81, 16, 75, 61, 36, 14, 57, 80, 59, 81]",175,126,47.875,2.631853785900783,81,47.875,1.6919060052219321,45,35.714285714285715,28.0,53.714285714285715,25.714285714285715
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,12,2,566,566,0.9262723139287098,"[380, 386]","[383, 383]",504,386,383.0,1.0078328981723237,383,383.0,1.0,3,0.7772020725388601,23.41269841269841,24.00793650793651,0.5952380952380952
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,12,4,566,566,0.9585166665910536,"[190, 190, 175, 211]","[192, 192, 192, 190]",294,211,191.5,1.1018276762402088,192,191.5,1.0026109660574412,19,9.004739336492891,28.231292517006803,34.69387755102041,6.462585034013605
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,12,8,566,566,0.9736591698293025,"[80, 110, 68, 122, 113, 62, 155, 56]","[93, 113, 83, 112, 113, 72, 113, 67]",220,155,95.75,1.6187989556135771,113,95.75,1.1801566579634464,42,27.096774193548388,29.545454545454547,48.63636363636363,19.09090909090909
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,12,16,566,566,0.9796597916008991,"[27, 53, 33, 77, 37, 31, 54, 68, 14, 99, 35, 27, 55, 100, 38, 18]","[30, 61, 38, 71, 39, 39, 67, 67, 15, 72, 37, 32, 61, 72, 45, 20]",154,100,47.875,2.088772845953003,72,47.875,1.5039164490861618,28,28.0,35.064935064935064,53.246753246753244,18.181818181818183
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,24,2,566,566,0.9387657465439332,"[365, 401]","[383, 383]",503,401,383.0,1.0469973890339426,383,383.0,1.0,18,4.488778054862843,20.278330019880716,23.856858846918488,3.5785288270377733
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,24,4,566,566,0.9382856672351425,"[155, 210, 168, 233]","[191, 192, 192, 191]",294,233,191.5,1.216710182767624,192,191.5,1.0026109660574412,41,17.59656652360515,20.74829931972789,34.69387755102041,13.945578231292517
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,24,8,566,566,0.963820033079851,"[76, 79, 114, 96, 87, 81, 149, 84]","[89, 97, 101, 100, 98, 86, 101, 94]",185,149,95.75,1.556135770234987,101,95.75,1.0548302872062663,48,32.214765100671144,19.45945945945946,45.4054054054054,25.945945945945947
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,24,16,566,566,0.9707687524788097,"[26, 50, 40, 39, 34, 80, 41, 55, 27, 60, 38, 43, 57, 92, 45, 39]","[31, 56, 55, 43, 36, 58, 45, 58, 33, 57, 37, 45, 57, 58, 49, 48]",117,92,47.875,1.9216710182767625,58,47.875,1.2114882506527416,34,36.95652173913044,21.367521367521366,50.427350427350426,29.05982905982906
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,36,2,566,566,0.9822366789342508,"[351, 415]","[383, 383]",507,415,383.0,1.08355091383812,383,383.0,1.0,32,7.710843373493976,18.14595660749507,24.45759368836292,6.31163708086785
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,36,4,566,566,0.9731808779879977,"[157, 194, 149, 266]","[194, 200, 172, 200]",322,266,191.5,1.3890339425587468,200,191.5,1.0443864229765014,66,24.81203007518797,17.391304347826086,37.88819875776397,20.496894409937887
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,36,8,566,566,0.9935082338320643,"[100, 57, 114, 80, 82, 67, 172, 94]","[99, 71, 119, 90, 91, 79, 120, 97]",209,172,95.75,1.7963446475195823,120,95.75,1.2532637075718016,52,30.232558139534884,17.70334928229665,42.58373205741627,24.880382775119617
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,36,16,566,566,1.0103145960259017,"[48, 52, 23, 34, 38, 76, 40, 40, 28, 54, 33, 34, 59, 113, 57, 37]","[50, 52, 26, 43, 43, 70, 40, 43, 32, 56, 36, 42, 67, 71, 56, 39]",137,113,47.875,2.3603133159268928,71,47.875,1.483028720626632,42,37.16814159292036,17.51824817518248,48.175182481751825,30.656934306569344
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,44,2,566,566,0.9330210249350791,"[398, 368]","[383, 383]",519,398,383.0,1.0391644908616189,383,383.0,1.0,15,3.7688442211055277,23.314065510597302,26.204238921001927,2.8901734104046244
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,44,4,566,566,0.9391010821778077,"[190, 208, 202, 166]","[192, 191, 192, 191]",273,208,191.5,1.0861618798955615,192,191.5,1.0026109660574412,16,7.6923076923076925,23.80952380952381,29.67032967032967,5.86080586080586
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,44,8,566,566,0.9499800281500232,"[82, 108, 85, 123, 131, 71, 90, 76]","[97, 96, 97, 97, 97, 90, 97, 95]",176,131,95.75,1.3681462140992167,97,95.75,1.0130548302872062,34,25.954198473282442,25.568181818181817,44.88636363636363,19.318181818181817
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,44,16,566,566,0.959314254412555,"[33, 49, 57, 51, 33, 52, 98, 25, 77, 54, 20, 51, 51, 39, 45, 31]","[39, 56, 57, 56, 39, 57, 57, 26, 57, 57, 25, 54, 55, 42, 54, 35]",125,98,47.875,2.0469973890339426,57,47.875,1.1906005221932114,41,41.83673469387755,21.6,54.4,32.8
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,47,2,566,566,0.9497658002883188,"[429, 337]","[383, 383]",567,429,383.0,1.1201044386422976,383,383.0,1.0,46,10.722610722610723,24.33862433862434,32.451499118165785,8.112874779541446
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,47,4,566,566,0.9488058848183015,"[239, 190, 113, 224]","[205, 204, 152, 205]",322,239,191.5,1.248041775456919,205,191.5,1.0704960835509139,34,14.225941422594142,25.77639751552795,36.33540372670807,10.559006211180124
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,47,8,566,566,0.9550838250152563,"[128, 111, 80, 110, 46, 67, 120, 104]","[103, 102, 102, 103, 59, 91, 103, 103]",178,128,95.75,1.3368146214099217,103,95.75,1.0757180156657964,25,19.53125,28.089887640449437,42.13483146067416,14.044943820224718
