NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ns),Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Kernel Name
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_0,PushPop,2731690,2731690,1,2,6112,3056.0,3056.0,2848,3264,294.2,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_0,PushPop,2731690,2731690,1,2,5920,2960.0,2960.0,2432,3488,746.7,"void vllm::rms_norm_kernel<c10::BFloat16, (int)8, (int)3>(T1 *, const T1 *, long, long, long, long, long, const T1 *, float, int, int)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_0,PushPop,2731690,2731690,1,1,5600,5600.0,5600.0,5600,5600,0.0,"void vllm::moe::topkGating<(int)8, (int)128, (int)4, (int)16, (int)32, int, __nv_bfloat16, (vllm::moe::ScoringFunc)0>(const T7 *, const bool *, float *, int, T6 *, int *, int, int, int, bool, const float *)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_0,PushPop,2731690,2731690,1,1,5568,5568.0,5568.0,5568,5568,0.0,nvjet_tst_64x8_64x16_2x4_h_bz_TNT
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_0,PushPop,2731690,2731690,1,2,5344,2672.0,2672.0,2464,2880,294.2,"std::enable_if<T2>(int)0&&vllm::_typeConvert<T1>::exists, void>::type vllm::fused_add_rms_norm_kernel<c10::BFloat16, (int)8>(T1 *, long, T1 *, const T1 *, float, int, int)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_0,PushPop,2731690,2731690,1,1,5088,5088.0,5088.0,5088,5088,0.0,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_0,PushPop,2731690,2731690,1,1,4256,4256.0,4256.0,4256,4256,0.0,"void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bfloat162, &vllm::silu_kernel<c10::BFloat16>, &vllm::packed_silu_kernel<__nv_bfloat162>, (bool)1, (bool)1, (bool)0, (bool)0>(T1 *, const T1 *, int, float)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_0,PushPop,2731690,2731690,1,1,3392,3392.0,3392.0,3392,3392,0.0,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_0,PushPop,2731690,2731690,1,1,3296,3296.0,3296.0,3296,3296,0.0,"void vllm::moe::moe_align_block_size_kernel<int>(const T1 *, int *, int *, int *, int *, int, int, int, int, unsigned long, int *, int, int, bool)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_0,PushPop,2731690,2731690,1,1,2624,2624.0,2624.0,2624,2624,0.0,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_0,PushPop,2731690,2731690,1,1,2144,2144.0,2144.0,2144,2144,0.0,"void vllm::moe::count_and_sort_expert_tokens_kernel<int>(const T1 *, int *, int *, int *, unsigned long, int, int, int, bool)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_0,PushPop,2731690,2731690,1,1,2048,2048.0,2048.0,2048,2048,0.0,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_0,PushPop,2731690,2731690,1,1,2016,2016.0,2016.0,2016,2016,0.0,_triton_mrope_forward
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_0,PushPop,2731690,2731690,1,1,1472,1472.0,1472.0,1472,1472,0.0,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_0,PushPop,2731690,2731690,1,1,1376,1376.0,1376.0,1376,1376,0.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,1,3325687,3325687.0,3325687.0,3325687,3325687,0.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,1,1536987,1536987.0,1536987.0,1536987,1536987,0.0,ncclDevKernel_Reduce_Sum_bf16_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,2,100192,50096.0,50096.0,34080,66112,22650.0,fused_moe_kernel
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,2,13952,6976.0,6976.0,6592,7360,543.1,nvjet_tst_64x40_64x16_4x2_h_bz_TNT
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,1,11456,11456.0,11456.0,11456,11456,0.0,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)128>, cute::C<(int)128>, cute::C<(int)128>>, (int)128, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)1, (bool)0, (bool)0, cutlass::bfloat16_t, (int)8>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)128>, cute::C<(int)128>, cute::C<(int)128>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)0, (bool)0, (int)8>, flash::VarlenDynamicPersistentTileScheduler<(int)128, (int)128, (int)256, (int)128, (bool)0, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1>>>>(T1::Params)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,1,7392,7392.0,7392.0,7392,7392,0.0,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,1,7136,7136.0,7136.0,7136,7136,0.0,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<c10::BFloat16, at::native::func_wrapper_t<c10::BFloat16, at::native::sum_functor<c10::BFloat16, float, c10::BFloat16>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::BFloat16, (int)4, (int)8>>(T3)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,1,6240,6240.0,6240.0,6240,6240,0.0,"void vllm::cross_device_reduce_1stage<__nv_bfloat16, (int)2>(vllm::RankData *, vllm::RankSignals, vllm::Signal *, T1 *, int, int)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,2,5984,2992.0,2992.0,2848,3136,203.6,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,2,5824,2912.0,2912.0,2592,3232,452.5,"void vllm::rms_norm_kernel<c10::BFloat16, (int)8, (int)3>(T1 *, const T1 *, long, long, long, long, long, const T1 *, float, int, int)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,1,5696,5696.0,5696.0,5696,5696,0.0,nvjet_tst_64x8_64x16_2x4_h_bz_TNT
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,1,5439,5439.0,5439.0,5439,5439,0.0,"void vllm::moe::topkGating<(int)8, (int)128, (int)4, (int)16, (int)32, int, __nv_bfloat16, (vllm::moe::ScoringFunc)0>(const T7 *, const bool *, float *, int, T6 *, int *, int, int, int, bool, const float *)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,2,5312,2656.0,2656.0,2464,2848,271.5,"std::enable_if<T2>(int)0&&vllm::_typeConvert<T1>::exists, void>::type vllm::fused_add_rms_norm_kernel<c10::BFloat16, (int)8>(T1 *, long, T1 *, const T1 *, float, int, int)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,1,4992,4992.0,4992.0,4992,4992,0.0,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,1,4096,4096.0,4096.0,4096,4096,0.0,"void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bfloat162, &vllm::silu_kernel<c10::BFloat16>, &vllm::packed_silu_kernel<__nv_bfloat162>, (bool)1, (bool)1, (bool)0, (bool)0>(T1 *, const T1 *, int, float)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,1,3712,3712.0,3712.0,3712,3712,0.0,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,1,3328,3328.0,3328.0,3328,3328,0.0,"void vllm::moe::moe_align_block_size_kernel<int>(const T1 *, int *, int *, int *, int *, int, int, int, int, unsigned long, int *, int, int, bool)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,1,2848,2848.0,2848.0,2848,2848,0.0,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,1,2176,2176.0,2176.0,2176,2176,0.0,"void vllm::moe::count_and_sort_expert_tokens_kernel<int>(const T1 *, int *, int *, int *, unsigned long, int, int, int, bool)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,1,2048,2048.0,2048.0,2048,2048,0.0,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,1,2016,2016.0,2016.0,2016,2016,0.0,_triton_mrope_forward
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,1,1440,1440.0,1440.0,1440,1440,0.0,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_1,PushPop,2731701,2731701,1,1,1376,1376.0,1376.0,1376,1376,0.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_2,PushPop,2731689,2731689,1,2,88768,44384.0,44384.0,31904,56864,17649.4,fused_moe_kernel
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_2,PushPop,2731689,2731689,1,1,14400,14400.0,14400.0,14400,14400,0.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_2,PushPop,2731689,2731689,1,2,13408,6704.0,6704.0,6656,6752,67.9,nvjet_tst_64x8_64x16_4x1_v_bz_TNT
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_2,PushPop,2731689,2731689,1,1,12352,12352.0,12352.0,12352,12352,0.0,ncclDevKernel_Reduce_Sum_bf16_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_2,PushPop,2731689,2731689,1,1,6752,6752.0,6752.0,6752,6752,0.0,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<c10::BFloat16, at::native::func_wrapper_t<c10::BFloat16, at::native::sum_functor<c10::BFloat16, float, c10::BFloat16>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::BFloat16, (int)4, (int)8>>(T3)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_2,PushPop,2731689,2731689,1,1,6080,6080.0,6080.0,6080,6080,0.0,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_2,PushPop,2731689,2731689,1,2,5824,2912.0,2912.0,2752,3072,226.3,"std::enable_if<T2>(int)0&&vllm::_typeConvert<T1>::exists, void>::type vllm::fused_add_rms_norm_kernel<c10::BFloat16, (int)8>(T1 *, long, T1 *, const T1 *, float, int, int)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_2,PushPop,2731689,2731689,1,1,5600,5600.0,5600.0,5600,5600,0.0,nvjet_tst_64x8_64x16_2x1_v_bz_TNT
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_2,PushPop,2731689,2731689,1,2,5152,2576.0,2576.0,2464,2688,158.4,"void vllm::rms_norm_kernel<c10::BFloat16, (int)8, (int)3>(T1 *, const T1 *, long, long, long, long, long, const T1 *, float, int, int)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_2,PushPop,2731689,2731689,1,1,4960,4960.0,4960.0,4960,4960,0.0,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_2,PushPop,2731689,2731689,1,1,4384,4384.0,4384.0,4384,4384,0.0,"void vllm::cross_device_reduce_1stage<__nv_bfloat16, (int)2>(vllm::RankData *, vllm::RankSignals, vllm::Signal *, T1 *, int, int)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_2,PushPop,2731689,2731689,1,1,4384,4384.0,4384.0,4384,4384,0.0,"void vllm::moe::topkGating<(int)8, (int)128, (int)4, (int)16, (int)32, int, __nv_bfloat16, (vllm::moe::ScoringFunc)0>(const T7 *, const bool *, float *, int, T6 *, int *, int, int, int, bool, const float *)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_2,PushPop,2731689,2731689,1,2,4224,2112.0,2112.0,1952,2272,226.3,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_2,PushPop,2731689,2731689,1,1,3936,3936.0,3936.0,3936,3936,0.0,"void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bfloat162, &vllm::silu_kernel<c10::BFloat16>, &vllm::packed_silu_kernel<__nv_bfloat162>, (bool)1, (bool)1, (bool)0, (bool)0>(T1 *, const T1 *, int, float)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_2,PushPop,2731689,2731689,1,1,3456,3456.0,3456.0,3456,3456,0.0,"void vllm::moe::moe_align_block_size_kernel<int>(const T1 *, int *, int *, int *, int *, int, int, int, int, unsigned long, int *, int, int, bool)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_2,PushPop,2731689,2731689,1,1,3328,3328.0,3328.0,3328,3328,0.0,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_2,PushPop,2731689,2731689,1,2,2432,1216.0,1216.0,1120,1312,135.8,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_2,PushPop,2731689,2731689,1,1,2144,2144.0,2144.0,2144,2144,0.0,"void vllm::moe::count_and_sort_expert_tokens_kernel<int>(const T1 *, int *, int *, int *, unsigned long, int, int, int, bool)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_2,PushPop,2731689,2731689,1,1,1984,1984.0,1984.0,1984,1984,0.0,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_2,PushPop,2731689,2731689,1,1,1856,1856.0,1856.0,1856,1856,0.0,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_2,PushPop,2731689,2731689,1,1,1536,1536.0,1536.0,1536,1536,0.0,_triton_mrope_forward
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_3,PushPop,2731691,2731691,1,2,97536,48768.0,48768.0,34080,63456,20772.0,fused_moe_kernel
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_3,PushPop,2731691,2731691,1,1,33472,33472.0,33472.0,33472,33472,0.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_3,PushPop,2731691,2731691,1,2,13408,6704.0,6704.0,6688,6720,22.6,nvjet_tst_64x8_64x16_4x1_v_bz_TNT
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_3,PushPop,2731691,2731691,1,1,13312,13312.0,13312.0,13312,13312,0.0,ncclDevKernel_Reduce_Sum_bf16_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_3,PushPop,2731691,2731691,1,1,6656,6656.0,6656.0,6656,6656,0.0,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<c10::BFloat16, at::native::func_wrapper_t<c10::BFloat16, at::native::sum_functor<c10::BFloat16, float, c10::BFloat16>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::BFloat16, (int)4, (int)8>>(T3)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_3,PushPop,2731691,2731691,1,1,6496,6496.0,6496.0,6496,6496,0.0,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_3,PushPop,2731691,2731691,1,2,5408,2704.0,2704.0,2528,2880,248.9,"std::enable_if<T2>(int)0&&vllm::_typeConvert<T1>::exists, void>::type vllm::fused_add_rms_norm_kernel<c10::BFloat16, (int)8>(T1 *, long, T1 *, const T1 *, float, int, int)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_3,PushPop,2731691,2731691,1,1,5216,5216.0,5216.0,5216,5216,0.0,nvjet_tst_64x8_64x16_2x1_v_bz_TNT
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_3,PushPop,2731691,2731691,1,2,5184,2592.0,2592.0,2496,2688,135.8,"void vllm::rms_norm_kernel<c10::BFloat16, (int)8, (int)3>(T1 *, const T1 *, long, long, long, long, long, const T1 *, float, int, int)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_3,PushPop,2731691,2731691,1,1,4288,4288.0,4288.0,4288,4288,0.0,"void vllm::cross_device_reduce_1stage<__nv_bfloat16, (int)2>(vllm::RankData *, vllm::RankSignals, vllm::Signal *, T1 *, int, int)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_3,PushPop,2731691,2731691,1,2,4256,2128.0,2128.0,1920,2336,294.2,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_3,PushPop,2731691,2731691,1,1,4256,4256.0,4256.0,4256,4256,0.0,"void vllm::moe::topkGating<(int)8, (int)128, (int)4, (int)16, (int)32, int, __nv_bfloat16, (vllm::moe::ScoringFunc)0>(const T7 *, const bool *, float *, int, T6 *, int *, int, int, int, bool, const float *)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_3,PushPop,2731691,2731691,1,1,4032,4032.0,4032.0,4032,4032,0.0,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_3,PushPop,2731691,2731691,1,1,4032,4032.0,4032.0,4032,4032,0.0,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_3,PushPop,2731691,2731691,1,1,3936,3936.0,3936.0,3936,3936,0.0,"void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bfloat162, &vllm::silu_kernel<c10::BFloat16>, &vllm::packed_silu_kernel<__nv_bfloat162>, (bool)1, (bool)1, (bool)0, (bool)0>(T1 *, const T1 *, int, float)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_3,PushPop,2731691,2731691,1,1,3296,3296.0,3296.0,3296,3296,0.0,"void vllm::moe::moe_align_block_size_kernel<int>(const T1 *, int *, int *, int *, int *, int, int, int, int, unsigned long, int *, int, int, bool)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_3,PushPop,2731691,2731691,1,2,2592,1296.0,1296.0,1280,1312,22.6,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
:flashvep_phase1b/decoder_layer/layer_12/iter_0/rank_3,PushPop,2731691,2731691,1,1,2112,2112.0,2112.0,2112,2112,0.0,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
